description,title,Type,result_code,reporting_link,result_id,pdf_url,Topic,input_text
"Breeding programs in developing countries still cannot afford the new genotyping technologies, hindering their research. For it we have assembled an Association Mapping panel to serve as CGIAR Barley Breeding Toolbox (CBBT), especially for the Developing World. The germplasm set was designed to be representative of the varieties grown in the Developing World, with high genetic variability and of public domain. The CBBT preserves good balance between row-types and good representation of both phenology allelic combinations and subpopulations of a larger World collection. The CBBT lines and its 50K SNP genotypic data is available to researchers worldwide as a collaborative tool to underpin the genetic mechanisms of traits of interest for barley cultivation.",CGIAR Barley Breeding Toolbox: A diversity panel to facilitate breeding and genomic research in the developing world,Innovation development,1039.0,https://reporting.cgiar.org/result/result-detail/1039,12759,https://reporting.cgiar.org/reports/result-details/1039?phase=4,0,"Breeding programs in developing countries still cannot afford the new genotyping technologies, hindering their research. For it we have assembled an Association Mapping panel to serve as CGIAR Barley Breeding Toolbox (CBBT), especially for the Developing World. The germplasm set was designed to be representative of the varieties grown in the Developing World, with high genetic variability and of public domain. The CBBT preserves good balance between row-types and good representation of both phenology allelic combinations and subpopulations of a larger World collection. The CBBT lines and its 50K SNP genotypic data is available to researchers worldwide as a collaborative tool to underpin the genetic mechanisms of traits of interest for barley cultivation. CGIAR Barley Breeding Toolbox: A diversity panel to facilitate breeding and genomic research in the developing world"
"Participatory land use planning (PLUP) for pastoral areas overcomes many of the challenges of conventional land use planning including creating hard boundaries around villages or other administrative units, breaking up and limiting or preventing access to shared grazing lands and water points. PLUP for pastoral areas aims to keep rangelands and particularly grazing lands intact working across administrative boundaries through joint PLUP agreements strengthening reciprocal relations, collective tenure and good governance and resolving and preventing conflicts between land users. Pastoral communities traditionally marginalized from village PLUP process benefit particularly from the approach due to it being more inclusive of all land users in the planning and decision-making processes. The PLUP process includes the collection of data for assessing land potential most relevant for pastoral systems.",Participatory land use planning across administrative borders in pastoral areas for protecting shared grazing lands and other resources.,Innovation development,1038.0,https://reporting.cgiar.org/result/result-detail/1038,12758,https://reporting.cgiar.org/reports/result-details/1038?phase=4,6,"Participatory land use planning (PLUP) for pastoral areas overcomes many of the challenges of conventional land use planning including creating hard boundaries around villages or other administrative units, breaking up and limiting or preventing access to shared grazing lands and water points. PLUP for pastoral areas aims to keep rangelands and particularly grazing lands intact working across administrative boundaries through joint PLUP agreements strengthening reciprocal relations, collective tenure and good governance and resolving and preventing conflicts between land users. Pastoral communities traditionally marginalized from village PLUP process benefit particularly from the approach due to it being more inclusive of all land users in the planning and decision-making processes. The PLUP process includes the collection of data for assessing land potential most relevant for pastoral systems. Participatory land use planning across administrative borders in pastoral areas for protecting shared grazing lands and other resources."
"A framework(s) for improving large-scale land use change decision making processes in pastoral areas, particularly those related to commercial sector agricultural investments. Currently the frameworks used for such decision making do not take into account the full costs and benefits of the land use change from rangeland to e.g., crop farming including the full value of rangelands and their contribution to such as ecosystem services. This framework will endeavor to do this ensure a broader range of costs and benefits are included. The framework will be developed through a consultative process, tested with beneficiaries, decision makers, researchers and investors, to support the development of short- and long-term scenarios, the prioritization of interventions, and the design of supporting strategies, and policies. It is anticipated that the framework will be used by governments and other decision-makers concerned with land use planning and land investment decisions.",An improved framework for cost benefit analysis of land use change investment decisions in pastoral areas for land use planners and investment decision makers,Innovation development,1036.0,https://reporting.cgiar.org/result/result-detail/1036,12756,https://reporting.cgiar.org/reports/result-details/1036?phase=4,6,"A framework(s) for improving large-scale land use change decision making processes in pastoral areas, particularly those related to commercial sector agricultural investments. Currently the frameworks used for such decision making do not take into account the full costs and benefits of the land use change from rangeland to e.g., crop farming including the full value of rangelands and their contribution to such as ecosystem services. This framework will endeavor to do this ensure a broader range of costs and benefits are included. The framework will be developed through a consultative process, tested with beneficiaries, decision makers, researchers and investors, to support the development of short- and long-term scenarios, the prioritization of interventions, and the design of supporting strategies, and policies. It is anticipated that the framework will be used by governments and other decision-makers concerned with land use planning and land investment decisions. An improved framework for cost benefit analysis of land use change investment decisions in pastoral areas for land use planners and investment decision makers"
"A user-centered smartphone and SMS-based landscape segmented (hillslope, midslope, foot slope) fertilizer recommendation tool for extension agents and lead farmers that enables better fertilizer targeting and optimized application to improve productivity, nutrient use efficiency and reduce costs of wheat, Teff, and sorghum farmers in Ethiopia. The advisory tool will run on a prediction engine that uses data analysis techniques to generate fertilizer recommendations that will be of value at the local and national levels where its advisories will be a reference point for the national soil health investment and the national soil strategy.","Smart Fertilizer Recommendation Tool: A Smartphone and SMS-Based Solution for Extension Agents and Lead Farmers in Sorghum, Teff, and Wheat Cropping Systems in Ethiopia",Innovation development,1024.0,https://reporting.cgiar.org/result/result-detail/1024,12748,https://reporting.cgiar.org/reports/result-details/1024?phase=4,37,"A user-centered smartphone and SMS-based landscape segmented (hillslope, midslope, foot slope) fertilizer recommendation tool for extension agents and lead farmers that enables better fertilizer targeting and optimized application to improve productivity, nutrient use efficiency and reduce costs of wheat, Teff, and sorghum farmers in Ethiopia. The advisory tool will run on a prediction engine that uses data analysis techniques to generate fertilizer recommendations that will be of value at the local and national levels where its advisories will be a reference point for the national soil health investment and the national soil strategy. Smart Fertilizer Recommendation Tool: A Smartphone and SMS-Based Solution for Extension Agents and Lead Farmers in Sorghum, Teff, and Wheat Cropping Systems in Ethiopia"
"The Initiative has been developing a pioneering innovation: a cutting-edge Ex Post Impact Assessment Dashboard. This tool showcases its innovation by providing a dynamic platform for foresight modelers, researchers, and policymakers. It enables the seamless integration of ex-post impact assessment studies into foresight modeling, setting a new standard in informed decision-making. This innovation is undergoing a rigorous process of ideation, proof of concept, pilot testing, and controlled and uncontrolled testing before roll out.. This transformative dashboard leverages rich metadata tagging to ensure FAIRness, enhancing its utility and accessibility. Its potential extends beyond modeling to serve as a valuable resource for analyzing the adoption and impact of past innovations, solidifying its position as a game-changing innovation in the field",Dashboard of ex post impact assessment studies relevant for informing foresight modelers conducting parameterization of foresight modeling tools.,Innovation development,1010.0,https://reporting.cgiar.org/result/result-detail/1010,12744,https://reporting.cgiar.org/reports/result-details/1010?phase=4,21,"The Initiative has been developing a pioneering innovation: a cutting-edge Ex Post Impact Assessment Dashboard. This tool showcases its innovation by providing a dynamic platform for foresight modelers, researchers, and policymakers. It enables the seamless integration of ex-post impact assessment studies into foresight modeling, setting a new standard in informed decision-making. This innovation is undergoing a rigorous process of ideation, proof of concept, pilot testing, and controlled and uncontrolled testing before roll out.. This transformative dashboard leverages rich metadata tagging to ensure FAIRness, enhancing its utility and accessibility. Its potential extends beyond modeling to serve as a valuable resource for analyzing the adoption and impact of past innovations, solidifying its position as a game-changing innovation in the field Dashboard of ex post impact assessment studies relevant for informing foresight modelers conducting parameterization of foresight modeling tools."
"Milk production in developing countries is dominated by smallholder dairy farmers, each keeping 1-3 dairy cows. Majority of these farmers are not extracting optimum benefits, because herd and cow production and productivity levels are low. Small holder dairy farming is constrained by lack of sustainable breeding program that delivers adaptable high yielding dairy animals that suits the different production system, inadequate access to various services and inputs, and limited access to information or farmer education. The problem was addressed through innovative application of ICT and genomic technology.  The data generated is used to define more robust breeding objectives, develop realistic selection indices, and the information is ultimately used to select top ranking bulls and cows for breeding under local production conditions. The African Dairy Genetic Gains project has established a pipeline that harness performance data captured that incorporates genomic data for genomic prediction for milk yield and efficiency.","Genomic selection-based breeding programs for dairy cattle, based on performance records provided by farmers, linked to natural sire and artificial insemination-based delivery systems",Innovation development,1003.0,https://reporting.cgiar.org/result/result-detail/1003,12741,https://reporting.cgiar.org/reports/result-details/1003?phase=4,28,"Milk production in developing countries is dominated by smallholder dairy farmers, each keeping 1-3 dairy cows. Majority of these farmers are not extracting optimum benefits, because herd and cow production and productivity levels are low. Small holder dairy farming is constrained by lack of sustainable breeding program that delivers adaptable high yielding dairy animals that suits the different production system, inadequate access to various services and inputs, and limited access to information or farmer education. The problem was addressed through innovative application of ICT and genomic technology.  The data generated is used to define more robust breeding objectives, develop realistic selection indices, and the information is ultimately used to select top ranking bulls and cows for breeding under local production conditions. The African Dairy Genetic Gains project has established a pipeline that harness performance data captured that incorporates genomic data for genomic prediction for milk yield and efficiency. Genomic selection-based breeding programs for dairy cattle, based on performance records provided by farmers, linked to natural sire and artificial insemination-based delivery systems"
"The GeoAgro-MiSR system represents a powerful digital transformation that serves the national extension system, farmers, youth, and women, providing them with site-specific agronomic recommendations generated from farm analytics. EiA envisions a bottom-up and top-down synergy approach to agricultural transformation by leveraging digital tools and engaging stakeholders at different scales. At the grassroots level, the GeoAgro-MiSR smartphone application offers tailor-made agronomic advisories and services to smallholder farmers. It also facilitates citizen science by allowing users to contribute data to a centralized database. The GeoAgro-MiSR system comprises a centralized server hosted at ICARDA and two user interfaces: the GeoAgro-MiSR app and the GeoAgro-MiSR administrative dashboard. Communication between users and experts is via real-time interaction, including the ""ask an expert"" module and P2P chatting. The system also provides weather forecasts, remote sensing analytics for biophysical variability, and crop-specific agronomic practices.","GeoAgro-MiSR: A comprehensive digital solution that enables Egyptian small holder farmers achieve climate smartness, sustainable intensification and economic optimization under climate change and economic volatility",Innovation development,863.0,https://reporting.cgiar.org/result/result-detail/863,12727,https://reporting.cgiar.org/reports/result-details/863?phase=4,1,"The GeoAgro-MiSR system represents a powerful digital transformation that serves the national extension system, farmers, youth, and women, providing them with site-specific agronomic recommendations generated from farm analytics. EiA envisions a bottom-up and top-down synergy approach to agricultural transformation by leveraging digital tools and engaging stakeholders at different scales. At the grassroots level, the GeoAgro-MiSR smartphone application offers tailor-made agronomic advisories and services to smallholder farmers. It also facilitates citizen science by allowing users to contribute data to a centralized database. The GeoAgro-MiSR system comprises a centralized server hosted at ICARDA and two user interfaces: the GeoAgro-MiSR app and the GeoAgro-MiSR administrative dashboard. Communication between users and experts is via real-time interaction, including the ""ask an expert"" module and P2P chatting. The system also provides weather forecasts, remote sensing analytics for biophysical variability, and crop-specific agronomic practices. GeoAgro-MiSR: A comprehensive digital solution that enables Egyptian small holder farmers achieve climate smartness, sustainable intensification and economic optimization under climate change and economic volatility"
"A “sandbox” refers to a ring-fenced facility for software developers to develop products in a risk-free environment, and then to bring the effective products to market. In this case the “DCSA” sandbox will be a facility within AgriFin that will: will deploy its longstanding digital ecosystem development methodologies to fully landscape the DCSA space in each of its target markets and find key DCSA innovators that could benefit from the sandbox. It will also contextualize and partner with Sandbox innovators, some of whom provide technologies in different developed world contexts, and others who are struggling to scale in local contexts, these will be introduced to markets, partners, and the smallholder farmer context via AgriFin brokerage. The sandbox will also create the opportunity to trial, learn and Graduate by supporting adoption and pilots through a fail-fast, design, test and learn methodology with the sandbox participants.",Bringing cutting edge digital products and services to smallholder farmers on the frontlines of climate change,Innovation development,796.0,https://reporting.cgiar.org/result/result-detail/796,12716,https://reporting.cgiar.org/reports/result-details/796?phase=4,1,"A “sandbox” refers to a ring-fenced facility for software developers to develop products in a risk-free environment, and then to bring the effective products to market. In this case the “DCSA” sandbox will be a facility within AgriFin that will: will deploy its longstanding digital ecosystem development methodologies to fully landscape the DCSA space in each of its target markets and find key DCSA innovators that could benefit from the sandbox. It will also contextualize and partner with Sandbox innovators, some of whom provide technologies in different developed world contexts, and others who are struggling to scale in local contexts, these will be introduced to markets, partners, and the smallholder farmer context via AgriFin brokerage. The sandbox will also create the opportunity to trial, learn and Graduate by supporting adoption and pilots through a fail-fast, design, test and learn methodology with the sandbox participants. Bringing cutting edge digital products and services to smallholder farmers on the frontlines of climate change"
"The Dairy profitability simulator is a mobile application that integrates practical and scientific knowledge in an algorithm that projects the expected annual production and profitability of the small-holding enterprise based on known input variables affordable and accessible to the smallholder farmer. The application reveals to the smallholders, the inputs, services and practices that need to be adjusted to ensure profitability of their enterprise. It also enables structured engagement between extension service providers and farmers and enables targeted advisory services to smallholders.",Dairy profitability simulator mobile app for extension agents and dairy farmers to ensure profitability of their enterprise,Innovation development,445.0,https://reporting.cgiar.org/result/result-detail/445,12684,https://reporting.cgiar.org/reports/result-details/445?phase=4,54,"The Dairy profitability simulator is a mobile application that integrates practical and scientific knowledge in an algorithm that projects the expected annual production and profitability of the small-holding enterprise based on known input variables affordable and accessible to the smallholder farmer. The application reveals to the smallholders, the inputs, services and practices that need to be adjusted to ensure profitability of their enterprise. It also enables structured engagement between extension service providers and farmers and enables targeted advisory services to smallholders. Dairy profitability simulator mobile app for extension agents and dairy farmers to ensure profitability of their enterprise"
"The WEAI ado file is a Stata user-written program that can calculate all versions of the Women's Empowerment in Agricultural Index (WEAI) depending on the options specified by the user. WEAI is a standardized, survey-based tool that has been widely used to track gender equality and measure empowerment, agency, and women's inclusion in the agricultural sector (Alkire et al. 2013). Since the WEAI's release in 2012, an abbreviated version of the WEAI (referred to as A-WEAI) and a project-level version of the WEAI (referred to as pro-WEAI) have been developed (Malapit et al. 2017; Malapit et al. 2019). The tool allows users to specify the binary adequacy indicators, empowerment cutoff, and indicator weights. WEAI provides a decomposition by indicator and, when specified, by sub-groups. Note that because the WEAI requires data from women and men, users are required to specify a variable (and values) identifying the sex of respondents.",Stata command file that simplifies the calculation of all versions of the Women's Empowerment in Agriculture Index (WEAI),Innovation development,411.0,https://reporting.cgiar.org/result/result-detail/411,12679,https://reporting.cgiar.org/reports/result-details/411?phase=4,2,"The WEAI ado file is a Stata user-written program that can calculate all versions of the Women's Empowerment in Agricultural Index (WEAI) depending on the options specified by the user. WEAI is a standardized, survey-based tool that has been widely used to track gender equality and measure empowerment, agency, and women's inclusion in the agricultural sector (Alkire et al. 2013). Since the WEAI's release in 2012, an abbreviated version of the WEAI (referred to as A-WEAI) and a project-level version of the WEAI (referred to as pro-WEAI) have been developed (Malapit et al. 2017; Malapit et al. 2019). The tool allows users to specify the binary adequacy indicators, empowerment cutoff, and indicator weights. WEAI provides a decomposition by indicator and, when specified, by sub-groups. Note that because the WEAI requires data from women and men, users are required to specify a variable (and values) identifying the sex of respondents. Stata command file that simplifies the calculation of all versions of the Women's Empowerment in Agriculture Index (WEAI)"
"The business model assessment template allows a flexible examination of projected revenue streams under business to business (B2B), business to customer (B2C) and advsertisement. The costs include annualized fixed costs, variable operating costs and initial interactive voice response (IVR) set-up costs. Capacity utilisation part provides an estimate of business volume. All numbers provided are examples. _x000D_
_x000D_
The assessment template is crafted to be used by CG program implementers, policy actors, and the private sector particularly financial insitutions to determine and provide evidence on most cost-effective and efficient way of delivering climate advisory services to inform investment decisions and delivery mechanisms. _x000D_
_x000D_
In 2023, the model assessment template informed the new business models for the system of the Interactive Voice Response for Mungbean innovation. In 2024, using the model, a partnership between 2 private sector players was established to sustain financing of IVR.",Business model assessment template to assess the viability of digital climate services for effective design and dissemination in South-Eastern Asia and Southern Asia,Innovation development,404.0,https://reporting.cgiar.org/result/result-detail/404,12678,https://reporting.cgiar.org/reports/result-details/404?phase=4,1,"The business model assessment template allows a flexible examination of projected revenue streams under business to business (B2B), business to customer (B2C) and advsertisement. The costs include annualized fixed costs, variable operating costs and initial interactive voice response (IVR) set-up costs. Capacity utilisation part provides an estimate of business volume. All numbers provided are examples. _x000D_
_x000D_
The assessment template is crafted to be used by CG program implementers, policy actors, and the private sector particularly financial insitutions to determine and provide evidence on most cost-effective and efficient way of delivering climate advisory services to inform investment decisions and delivery mechanisms. _x000D_
_x000D_
In 2023, the model assessment template informed the new business models for the system of the Interactive Voice Response for Mungbean innovation. In 2024, using the model, a partnership between 2 private sector players was established to sustain financing of IVR. Business model assessment template to assess the viability of digital climate services for effective design and dissemination in South-Eastern Asia and Southern Asia"
"The decision tree provides information on growth stage specific climate advisories for livestock driven by tempeature, THI (tempeature humidity index) and rainfall theresholds identified by systematic literature review. The livestock decision trees are now incorporated in another innovation (Agvisely Livestock). The translation of the livestock advisory is completed and it is now integrated to Agvisely application in Bangladesh realising the first dynamic climate advisory for livestock in the country.",Development of livestock decision trees to provide climate advisories based on livestock growth stages to extension agents and livestock raisers in Bangladesh,Innovation development,397.0,https://reporting.cgiar.org/result/result-detail/397,12677,https://reporting.cgiar.org/reports/result-details/397?phase=4,8,"The decision tree provides information on growth stage specific climate advisories for livestock driven by tempeature, THI (tempeature humidity index) and rainfall theresholds identified by systematic literature review. The livestock decision trees are now incorporated in another innovation (Agvisely Livestock). The translation of the livestock advisory is completed and it is now integrated to Agvisely application in Bangladesh realising the first dynamic climate advisory for livestock in the country. Development of livestock decision trees to provide climate advisories based on livestock growth stages to extension agents and livestock raisers in Bangladesh"
"The IRRI-NARES Breeding Network is managed by a steering team comprising platform leaders, IRRI research unit leads, regional and modernization leads, and NARES coordinators. Their combined expertise helps shape strategies for implementing the network across different regions, ensuring alignment with breeding goals and agricultural priorities. Once the strategy and trial plans for NARES locations are established, IRRI’s network management team collaborates closely with breeding pipelines to oversee trial execution. This involves breeding pipeline leads, physiologists, pathologists, NARES coordinators, breeding and modernization leads, and seed systems experts working together to ensure efficient trial management and data-driven decision-making. This collaborative framework strengthens institutional governance, fosters knowledge exchange, builds capacity within NARES, and enhances relationship management. By leveraging expertise and shared resources, the network facilitates effective breeding strategies, broadens engagement, and drives agricultural innovation, ultimately contributing to more resilient and productive cropping systems in the region.",Establishment and expansion of One IRRI-NARES Breeding Network for rice breeding modernization,Innovation development,20372.0,https://reporting.cgiar.org/result/result-detail/20372,22163,https://reporting.cgiar.org/reports/result-details/20372?phase=4,10,"The IRRI-NARES Breeding Network is managed by a steering team comprising platform leaders, IRRI research unit leads, regional and modernization leads, and NARES coordinators. Their combined expertise helps shape strategies for implementing the network across different regions, ensuring alignment with breeding goals and agricultural priorities. Once the strategy and trial plans for NARES locations are established, IRRI’s network management team collaborates closely with breeding pipelines to oversee trial execution. This involves breeding pipeline leads, physiologists, pathologists, NARES coordinators, breeding and modernization leads, and seed systems experts working together to ensure efficient trial management and data-driven decision-making. This collaborative framework strengthens institutional governance, fosters knowledge exchange, builds capacity within NARES, and enhances relationship management. By leveraging expertise and shared resources, the network facilitates effective breeding strategies, broadens engagement, and drives agricultural innovation, ultimately contributing to more resilient and productive cropping systems in the region. Establishment and expansion of One IRRI-NARES Breeding Network for rice breeding modernization"
"The Seed Accelerator Meet 1.0 convened on April 22, 2024, by the IRRI South Asia Regional Centre (ISARC) and the National Seed Research And Training Centre (NSRTC), fostered collaboration with 58 participants from public, private and community seed agencies and jointly designed an action plan for seed system improvement strategy. This platform facilitates discussions on the latest findings from on-farm testing, current rice breeding strategies, and the potential integration of NARES/publicly bred varieties through a comprehensive scaling network. A key feature of the event was promoting the acceleration of varietal turnover in rice, which is crucial for improving agricultural productivity and resilience.","IRRI, in collaboration with India's ational Seed Research And Training Centre, develops a seed accelerator network for rapid rice varietal turnover in India",Innovation development,20354.0,https://reporting.cgiar.org/result/result-detail/20354,22145,https://reporting.cgiar.org/reports/result-details/20354?phase=4,10,"The Seed Accelerator Meet 1.0 convened on April 22, 2024, by the IRRI South Asia Regional Centre (ISARC) and the National Seed Research And Training Centre (NSRTC), fostered collaboration with 58 participants from public, private and community seed agencies and jointly designed an action plan for seed system improvement strategy. This platform facilitates discussions on the latest findings from on-farm testing, current rice breeding strategies, and the potential integration of NARES/publicly bred varieties through a comprehensive scaling network. A key feature of the event was promoting the acceleration of varietal turnover in rice, which is crucial for improving agricultural productivity and resilience. IRRI, in collaboration with India's ational Seed Research And Training Centre, develops a seed accelerator network for rapid rice varietal turnover in India"
"Agroecological Homestead Model is an integrated and holistic model of land management focused on optimal utilization of homestead land, which aims to improve and stabilize income while enhancing dietary diversity, ensuring balanced self-consumption, and promoting environmental sustainability._x000D_
Agroecological Homestead Model included multi-layer vegetable cultivation (including roots (tuber), leafy greens, shrubs such as brinjal, climbers such as gourds), crop rotation, use of natural amendments, composting, backyard poultry, water harvesting and storage systems for irrigation, while also exploring the potential of livestock rearing and beekeeping.","Agroecological Homestead Model (AHM) for enhancing nutrition, soil health, and income of tribal farmers",Innovation development,20228.0,https://reporting.cgiar.org/result/result-detail/20228,22019,https://reporting.cgiar.org/reports/result-details/20228?phase=4,47,"Agroecological Homestead Model is an integrated and holistic model of land management focused on optimal utilization of homestead land, which aims to improve and stabilize income while enhancing dietary diversity, ensuring balanced self-consumption, and promoting environmental sustainability._x000D_
Agroecological Homestead Model included multi-layer vegetable cultivation (including roots (tuber), leafy greens, shrubs such as brinjal, climbers such as gourds), crop rotation, use of natural amendments, composting, backyard poultry, water harvesting and storage systems for irrigation, while also exploring the potential of livestock rearing and beekeeping. Agroecological Homestead Model (AHM) for enhancing nutrition, soil health, and income of tribal farmers"
"WorldFish and the International Institute of Rural Reconstruction have jointly introduced cost-effective nutrition-sensitive actions, business cases, and technologies for marginalized and smallholder farmers. The co-produced knowledge was shared with various stakeholders including producers, consumers, teachers, and students through various innovative training workshop approaches to enhance their capabilities and nutrition-sensitive agri-food systems in Theay and Boeng Preah communes of Ba Phnum district, Prey Veng province, Cambodia. Among these innovative approaches include the conduct of nutrition education in schools and communities, the use of demonstration farms, cooking demonstrations, the establishment of farmer producer groups, and exchange visits among others. These approaches are being scaled to other locations in the Mekong Delta.",Promoting Resilient Nutrition-Sensitive Deltaic Agri-Food Systems in Cambodia,Innovation development,18250.0,https://reporting.cgiar.org/result/result-detail/18250,20020,https://reporting.cgiar.org/reports/result-details/18250?phase=4,-1,"WorldFish and the International Institute of Rural Reconstruction have jointly introduced cost-effective nutrition-sensitive actions, business cases, and technologies for marginalized and smallholder farmers. The co-produced knowledge was shared with various stakeholders including producers, consumers, teachers, and students through various innovative training workshop approaches to enhance their capabilities and nutrition-sensitive agri-food systems in Theay and Boeng Preah communes of Ba Phnum district, Prey Veng province, Cambodia. Among these innovative approaches include the conduct of nutrition education in schools and communities, the use of demonstration farms, cooking demonstrations, the establishment of farmer producer groups, and exchange visits among others. These approaches are being scaled to other locations in the Mekong Delta. Promoting Resilient Nutrition-Sensitive Deltaic Agri-Food Systems in Cambodia"
"The methodology provides a framework for establishing field trials to assess the adaptability, productivity, and nutritional quality of commercial grasses under the climatic and soil conditions of Izabal, Guatemala. A pilot field trial was conducted in collaboration with a local livestock association and academia in the Izabal department, Guatemala. Experimental plots were established on both well-drained and poorly drained soils, testing eight commercial grasses, including hybrids of Urochloa and Megathyrsus maximus. Each treatment was replicated and included both technical and participatory evaluations by local livestock farmers. The results can provide key information for designing forage management strategies adapted to the climate and local conditions, to strengthen livestock productivity in the region.",Performance Evaluation of Commercial Grass Cultivars in Guatemala,Innovation development,18179.0,https://reporting.cgiar.org/result/result-detail/18179,19947,https://reporting.cgiar.org/reports/result-details/18179?phase=4,-1,"The methodology provides a framework for establishing field trials to assess the adaptability, productivity, and nutritional quality of commercial grasses under the climatic and soil conditions of Izabal, Guatemala. A pilot field trial was conducted in collaboration with a local livestock association and academia in the Izabal department, Guatemala. Experimental plots were established on both well-drained and poorly drained soils, testing eight commercial grasses, including hybrids of Urochloa and Megathyrsus maximus. Each treatment was replicated and included both technical and participatory evaluations by local livestock farmers. The results can provide key information for designing forage management strategies adapted to the climate and local conditions, to strengthen livestock productivity in the region. Performance Evaluation of Commercial Grass Cultivars in Guatemala"
"The guideline offers comprehensive instructions for designing nutrition-sensitive agri-food (NSAF) system projects in the Mekong Delta. It aligns with the Poverty Reduction National Target Program (SPR-NTP) and supports the National Action Plan on Food Systems Transformation (FST-NAP) in the region. The document outlines the fundamentals of NSAF projects, steps for project development, and the formulation of monitoring and evaluation (M&E) plans. Co-developed by MARD and published in 2024, the guideline was distributed to agriculture and health personnel in provinces participating in the Poverty Reduction Program. The approval of the guideline was authorized by Decision No. 2048/QĐ-BNN-KTHT by MARD on 28 June 2024.","Guidelines on developing nutrition-sensitive agri-food projects in the Mekong Delta, Vietnam",Innovation development,17933.0,https://reporting.cgiar.org/result/result-detail/17933,19698,https://reporting.cgiar.org/reports/result-details/17933?phase=4,3,"The guideline offers comprehensive instructions for designing nutrition-sensitive agri-food (NSAF) system projects in the Mekong Delta. It aligns with the Poverty Reduction National Target Program (SPR-NTP) and supports the National Action Plan on Food Systems Transformation (FST-NAP) in the region. The document outlines the fundamentals of NSAF projects, steps for project development, and the formulation of monitoring and evaluation (M&E) plans. Co-developed by MARD and published in 2024, the guideline was distributed to agriculture and health personnel in provinces participating in the Poverty Reduction Program. The approval of the guideline was authorized by Decision No. 2048/QĐ-BNN-KTHT by MARD on 28 June 2024. Guidelines on developing nutrition-sensitive agri-food projects in the Mekong Delta, Vietnam"
"Participatory developed in response to stakeholder needs, this guidance was developed based on lessons learned from research studies (AMD and other research), and stakeholder experience and consultations. It is intended as  a practical guide in the design and implementation of effective and relevant nutrition-sensitive agri-food systems interventions in the Mekong Delta region in Cambodia for use by governmental institutions, non-governmental organizations (NGOs), development partners, community-based organizations, and research and academic institutions",Guidance for designing nutrition-sensitive agri-food system interventions in the Mekong Delta in Cambodia,Innovation development,17896.0,https://reporting.cgiar.org/result/result-detail/17896,19661,https://reporting.cgiar.org/reports/result-details/17896?phase=4,3,"Participatory developed in response to stakeholder needs, this guidance was developed based on lessons learned from research studies (AMD and other research), and stakeholder experience and consultations. It is intended as  a practical guide in the design and implementation of effective and relevant nutrition-sensitive agri-food systems interventions in the Mekong Delta region in Cambodia for use by governmental institutions, non-governmental organizations (NGOs), development partners, community-based organizations, and research and academic institutions Guidance for designing nutrition-sensitive agri-food system interventions in the Mekong Delta in Cambodia"
"We successfully deregulated the Provitamin A enriched Golden Rice variety in the Philippines, also successfully secured food and feed safety approvals in Canada, USA, Australia, and New Zealand, and it is under review in Indonesia and Bangladesh. We have developed multi-nutrient-rich rice breeding lines stacked with Iron, Zinc, and Provitamin A. These lines are in the advanced stages of field evaluation in our confined field facility at the International Rice Research Institute (IRRI). The regulatory package dossier for high Iron and Zinc transgenic rice has been finalized for submission to regulatory agencies in the target countries.","Development and deployment of Iron, Zinc and provitamin A-enriched transgenic rice varieties",Innovation development,17571.0,https://reporting.cgiar.org/result/result-detail/17571,19329,https://reporting.cgiar.org/reports/result-details/17571?phase=4,10,"We successfully deregulated the Provitamin A enriched Golden Rice variety in the Philippines, also successfully secured food and feed safety approvals in Canada, USA, Australia, and New Zealand, and it is under review in Indonesia and Bangladesh. We have developed multi-nutrient-rich rice breeding lines stacked with Iron, Zinc, and Provitamin A. These lines are in the advanced stages of field evaluation in our confined field facility at the International Rice Research Institute (IRRI). The regulatory package dossier for high Iron and Zinc transgenic rice has been finalized for submission to regulatory agencies in the target countries. Development and deployment of Iron, Zinc and provitamin A-enriched transgenic rice varieties"
"his innovation, leverages drone photogrammetry to provide precise, timely, and actionable data on crop growth and health, particularly focusing on maize due to its prevalence in the region. By systematically capturing high-resolution images and using satellite imagery, both with multispectral data, aims to empower local farmers with the knowledge needed to optimize crop management and yield, thereby contributing to the overarching goals of resilience and sustainability in the agricultural sector. During 2024, drone images were captured in two departments of Guatemala (Zacapa and Totonicapán) and processed for this purpose. Two key farmers organizations have been part of the development of the innovation (CDRO in western Guatemala and ADIPAZ in eastern Guatemala) and seek to apply the learning with their beneficiary farmers.",Drone-assisted agronomic diagnostic for small-scale farming in Guatemala,Innovation development,17429.0,https://reporting.cgiar.org/result/result-detail/17429,19175,https://reporting.cgiar.org/reports/result-details/17429?phase=4,16,"his innovation, leverages drone photogrammetry to provide precise, timely, and actionable data on crop growth and health, particularly focusing on maize due to its prevalence in the region. By systematically capturing high-resolution images and using satellite imagery, both with multispectral data, aims to empower local farmers with the knowledge needed to optimize crop management and yield, thereby contributing to the overarching goals of resilience and sustainability in the agricultural sector. During 2024, drone images were captured in two departments of Guatemala (Zacapa and Totonicapán) and processed for this purpose. Two key farmers organizations have been part of the development of the innovation (CDRO in western Guatemala and ADIPAZ in eastern Guatemala) and seek to apply the learning with their beneficiary farmers. Drone-assisted agronomic diagnostic for small-scale farming in Guatemala"
